"eenheid","label"
"http://data.lblod.info/id/bestuurseenheden/74d03e0964eb006c22ef3ad3230723b3d5d2ab2edc976d97ab8b23d4edf0bcef","Dilsen-Stokkem"
"http://data.lblod.info/id/bestuurseenheden/80b9cde1dfd1f040daa29e19818b79630175565f3a087ca6c0bf44a61fa3c706","Boortmeerbeek"
"http://data.lblod.info/id/bestuurseenheden/9c511eb332f61498586e50047b1f238d61e474f3e0942dfdb3a8aaace804cd3e","Peer"
"http://data.lblod.info/id/bestuurseenheden/56db39c0bb1c85e9c5aec9adb3f5af9720d4702e30f4772aecd272f03c7becea","Deinze"
"http://data.lblod.info/id/bestuurseenheden/2a2b72be37abebae1315732f80247dce692f8bed094361611634561eed81f73b","Roosdaal"
"http://data.lblod.info/id/bestuurseenheden/76730bd9ab6808230335d90e9ff30ad362a3461ee0239fd978e4313bcdca44c5","Sint-Genesius-Rode"
"http://data.lblod.info/id/bestuurseenheden/e1cbc0a059ae4b2ec31dd923159863ba1af30ddefad9a65c812cc097c34f9ec8","Overijse"
"http://data.lblod.info/id/bestuurseenheden/dfb206885f2dfd9257e65364956f70562e52d55fd99702dff117c8f24ebbda43","Dessel"
"http://data.lblod.info/id/bestuurseenheden/cd4b2db3d4bd2f4776d3dd65d3e94b01277676dca5389221a7efcead1d336c12","Ieper"
"http://data.lblod.info/id/bestuurseenheden/304e5a2de1d040e482304f4bbddda1c0237a9c6d90169af3ea69e431709f79a4","Diepenbeek"
"http://data.lblod.info/id/bestuurseenheden/467787c74d6679754685d3bf82e7f628634f7bfd91dc428a7bba32366c851c2f","Ichtegem"
"http://data.lblod.info/id/bestuurseenheden/904ebf5719a5a4e125a3f9fdcd25b08e336f822ca786dc2b30dfca927033e4e4","Mol"
"http://data.lblod.info/id/bestuurseenheden/d89fab85807c017c1fc3391375cb8093884c76baaff2a651a9076412e9a80cd2","Middelkerke"
"http://data.lblod.info/id/bestuurseenheden/bf4a505b56482d3d28f3c4b29a6c8c5605c508f4a714006e2c00c9fe3824a488","Malle"
"http://data.lblod.info/id/bestuurseenheden/a0e10593de20daec75c7c987f07db727dcd9dce7e2d2a8797b6a0f0f7157b14c","Dendermonde"
"http://data.lblod.info/id/bestuurseenheden/144c75e403c5084af57f5c0c86252b8759b56baf9694326abbcb5ea40ab69f1a","De Pinte"
"http://data.lblod.info/id/bestuurseenheden/8495bf4492c65a83f4edcdbf82ca32b4118b337291cc5b9b3cdae874cc06fb60","Maasmechelen"
"http://data.lblod.info/id/bestuurseenheden/7bb64e4a218c92f177e8abaac3a7d4ef706fb6cfa28246c397bc9a75c1773b3e","Ronse"
"http://data.lblod.info/id/bestuurseenheden/004eac6350757ce2688115f284907f42f1ce6ca39ec6b8819e105eaaef005647","Beringen"
"http://data.lblod.info/id/bestuurseenheden/8a162fa437a54cb657b57514e4e0135ec106fce3206c29cd2f90b1859ed90dab","Leuven"
"http://data.lblod.info/id/bestuurseenheden/f6dfb1fb092ad4291b7921df8214dd9032c1c0fd198ea43264f5d2ac033f24a5","Sint-Pieters-Leeuw"
"http://data.lblod.info/id/bestuurseenheden/0ab15874de047d318f3dc3575f9ac88e38eeed09b7a7538df42ac3c7c3c607f3","Maaseik"
"http://data.lblod.info/id/bestuurseenheden/b001899f805ea8857ba54229bf128eb1de52ce5ed92b15ef4f396c73e89b3ec3","Heusden-Zolder"
"http://data.lblod.info/id/bestuurseenheden/051bdc82e217d8570decfdd7cebaec496079a7f7ae422c4570b268269385af56","Kluisbergen"
"http://data.lblod.info/id/bestuurseenheden/45304946a1d7ca07e95fb5de4cb50df96a75cb1583c7df5029930136bd7ebe38","Beersel"
"http://data.lblod.info/id/bestuurseenheden/2712dbaca999e57d26f1f0d3e72b2ed96113d6ac62d72b7228fd682e1324e4e5","Puurs"
"http://data.lblod.info/id/bestuurseenheden/55aefb46ea8c9cf9c630fc4c129d4ac9a0db689af23c12896b86a6c8a707ad7b","Rijkevorsel"
"http://data.lblod.info/id/bestuurseenheden/4f4a3d2d9a87bad57bdb770b0c52b1fe6fe4064fb48f1279496f35cd3fe3c1f5","Bekkevoort"
"http://data.lblod.info/id/bestuurseenheden/3834647b5e95ea20f5ffe5a12a09fbd3d7fdf0d187fab385cb7b841422176ad6","Borgloon"
"http://data.lblod.info/id/bestuurseenheden/b20aa3d0e5aa6c75af0710d94db0a30952c0c45f62282d9d8df8a4e15a9295dd","Kortenaken"
"http://data.lblod.info/id/bestuurseenheden/6a98028e3e68cc51efb054d7097684a14cdb091eccabee5fdb022b6d84451d06","Lichtervelde"
"http://data.lblod.info/id/bestuurseenheden/f9ee0b69624bba3677b18b95110246ee9106377c948ab5d914909eac79f88bcf","Wezembeek-Oppem"
"http://data.lblod.info/id/bestuurseenheden/b4a4fbb03d7380abc629cab4165419b537e34370329551913f457b655dc07b15","Brasschaat"
"http://data.lblod.info/id/bestuurseenheden/2fd8218dd4a404931eeaef879e33506ae998e38d4ca745620f4f6044c230dff3","Anzegem"
"http://data.lblod.info/id/bestuurseenheden/624868cea426a756fd3c73ec1880030a0054b1736422f4897bccf3f596ebf538","Lede"
"http://data.lblod.info/id/bestuurseenheden/d27f323f877abd097699b2c5a748bfe41bc83193f8c67ffc8343a335146e00de","Oud-Heverlee"
"http://data.lblod.info/id/bestuurseenheden/30140eaed99f7bd21ae29da27e25c732a0e7ccd5a54b5fbc4afac00dafba6f3b","Herent"
"http://data.lblod.info/id/bestuurseenheden/d64b138952736de32fc75d548c9c82b3e9be9cb8295750b8e63e07fac2c4971c","Destelbergen"
"http://data.lblod.info/id/bestuurseenheden/fb1be873c4b31e391613dfae8e68edd694b1fdf126eeecb502b1e5cad6f2f682","Tessenderlo"
"http://data.lblod.info/id/bestuurseenheden/43ad404aee5fd4f07d575e118883934b0ad0ead0ef8cee0793b7f72e4c1ce19f","Opglabbeek"
"http://data.lblod.info/id/bestuurseenheden/b4aa549332cbc6e6b92d2e466b49af8111ad67b774ee4c990f98d3b77c5c6fa1","Geel"
"http://data.lblod.info/id/bestuurseenheden/785e8d5516378c7382ad0e7e356d2301496d810c6cd46d72ccebb455d3ac525e","Hoeselt"
"http://data.lblod.info/id/bestuurseenheden/0229d2fe575a7beef10ef69ed2d7fa364a3012e95986cc10056e77b6b5f811e5","Zelzate"
"http://data.lblod.info/id/bestuurseenheden/ad6d197c35a0c3cdaf03ec0668e818327013ab3c50645eabe5840ddfe5518f89","Lierde"
"http://data.lblod.info/id/bestuurseenheden/50e47a0ba77a92d74e528c1864bcf5b44b01cc20120fa5ae2ba16ae24d7642c2","Opwijk"
"http://data.lblod.info/id/bestuurseenheden/bf771996f6be18d3198e1ff6b08042406fae5d171bc2c1dedfd756b3862131b6","Dilbeek"
"http://data.lblod.info/id/bestuurseenheden/10a0af7dd1ba91a385a6ccfb2dcc48c8b306ba6c51f2935b1cac0ac6fe2016e2","Wommelgem"
"http://data.lblod.info/id/bestuurseenheden/2c6a3b01c690aa0c860b5a2d8253b7210932bd79fc308e5b8debb67f79d84f08","Heers"
"http://data.lblod.info/id/bestuurseenheden/32da17c087bc35bd5ff2c44fc43a225770b98e08c104a4d741312fba736331db","Lummen"
"http://data.lblod.info/id/bestuurseenheden/7563654fe91b0e45cd57a0b2a6e786bfa5f34bb032f360faad7a280bd6510c1a","Boechout"
"http://data.lblod.info/id/bestuurseenheden/5bf06ce5dbd1eea7dbaf00cf52fc517b7439ab7a9c5e607a269cc26cc8e27d70","Olen"
"http://data.lblod.info/id/bestuurseenheden/23878301a9c6163c4a836d06950bfc9c681a1ef0e40a51162329c32dfc061887","Meise"
"http://data.lblod.info/id/bestuurseenheden/c5623baf3970c5efa9746dff01afd43092c1321a47316dbe81ed79604b56e8ea","Gent"
"http://data.lblod.info/id/bestuurseenheden/dad16fb4b9075c91432065d157e9e3ddfd6c65a7a6532d75671692d2def9dd02","Bonheiden"
"http://data.lblod.info/id/bestuurseenheden/2b1c96da5ba86a6dbb84af9f53b73d8e3f9e4b670c3ab155c9fcadb735d7c31d","Turnhout"
"http://data.lblod.info/id/bestuurseenheden/1eb6c18e940badefe06fb5412742de87844b6dc59e0df795d43921a0381ee377","Linter"
"http://data.lblod.info/id/bestuurseenheden/cbf76918872399f21eb1c979e63d4b10df940eada09955821fbf52bae4344677","Brecht"
"http://data.lblod.info/id/bestuurseenheden/d4d6c6958c0600db0d1cf82ca7642c1f3789b9342230b6174d36c50c0117d5bf","Sint-Niklaas"
"http://data.lblod.info/id/bestuurseenheden/f0ed2f07f8bcb8ca171f327fd85bd1d6698d05da6e858a0edf0788b67509064f","Sint-Martens-Latem"
"http://data.lblod.info/id/bestuurseenheden/7c6b38fa6fc65879cb674a654617de171adfcfacba086fb918da3749dbaa43b5","Wachtebeke"
"http://data.lblod.info/id/bestuurseenheden/baf514fab1fdd073782ab06efdce83b651bb30964a29fc742c3435bcdeeb327e","Harelbeke"
"http://data.lblod.info/id/bestuurseenheden/356961b99a3221ab85aaa9ed6feb26d4bfcff3c22207efc9ad87abb31d5dfdbf","Zuienkerke"
"http://data.lblod.info/id/bestuurseenheden/f78a1659bae67fb9b1152dacde0e5be24b0b49ac14f87b45617e689f77be46df","Kinrooi"
"http://data.lblod.info/id/bestuurseenheden/c6c1e26226de1a32953583825057f977ed1e4a942e77fdab927e49d744399907","Zwalm"
"http://data.lblod.info/id/bestuurseenheden/de1b368a9134ad6782b22e7af616d61019ea5c64d6493786d904d53888b42d67","Putte"
"http://data.lblod.info/id/bestuurseenheden/da5c2f8824ae97eb1408e04217048f252c405ce2ab943f4147f030dcf6d2838d","Liedekerke"
"http://data.lblod.info/id/bestuurseenheden/4b3ee479b05e81df72e2c2d7aa42c5c77fd20938feefa0126abfff98356bbc96","Hoegaarden"
"http://data.lblod.info/id/bestuurseenheden/3796fb30264292b169955088a008c65b386e847e5f3bf0618eec6e22f16eb8e1","Wevelgem"
"http://data.lblod.info/id/bestuurseenheden/cffc0ca7d178a6f52a83668200ca2e19c54e0ee78e0afb1236db877236e2d8b4","Horebeke"
"http://data.lblod.info/id/bestuurseenheden/271462ec6082dde63034d79d808934c298a28d8e9593cecddb802d8857d3ec44","Brugge"
"http://data.lblod.info/id/bestuurseenheden/0063f3bf54b42af14f148c0e5bb503ee555d7dbc6926a0eda03d5c523809ae4b","Geetbets"
"http://data.lblod.info/id/bestuurseenheden/0816e453ed9171894e7b79f74d83144b6df186c94b9266c4c240280161f443b9","Erpe-Mere"
"http://data.lblod.info/id/bestuurseenheden/026509cf3b4eeb7ad88fe57a270060574f60abd1c3524837d36700e40809d210","Hasselt"
"http://data.lblod.info/id/bestuurseenheden/d769b4b9411ad25f67c1d60b0a403178e24a800e1671fb3258280495011d8e18","Aalst"
"http://data.lblod.info/id/bestuurseenheden/691c83d1d956184cd4c1a97cf27485827b51baf87321e16ea599ffdda4e4b78e","Maarkedal"
"http://data.lblod.info/id/bestuurseenheden/ce39eff693181082fb2e432cac54662e0d653499465c4b2a695db1ed5be8bdcd","Zonhoven"
"http://data.lblod.info/id/bestuurseenheden/53a387ec5738c4e6ff76d40c88a27e291e895c0fc85a71e772e921313ada2d7f","Tienen"
"http://data.lblod.info/id/bestuurseenheden/60daf27c2cf12dd123447aa300dd7320890391dbd8dd6b4dd7ec02258f8281b3","Ruiselede"
"http://data.lblod.info/id/bestuurseenheden/eed06b7f96d91d0d61863d8085d3370416ebff5fdb80c8922e4f0e0bbd4e8fde","Avelgem"
"http://data.lblod.info/id/bestuurseenheden/3dc438677191b88ea491944a489e8137c09aae900924c96dec52352e086f8c3d","Begijnendijk"
"http://data.lblod.info/id/bestuurseenheden/1b9e9954c567331e845b8ca8f423d4c5fcc26aa377a73db1e30e0be83eac08cc","Halle"
"http://data.lblod.info/id/bestuurseenheden/4ba9fa65d8a6cc44a127edb470eda4f4a40aa0f1f1d28825f785fd4809a2af96","Kapellen"
"http://data.lblod.info/id/bestuurseenheden/201519f35e14c5f67d0ae819831be4ad60bbb87fea40dab4ca5ea4eae018b4a7","Riemst"
"http://data.lblod.info/id/bestuurseenheden/aabfc4d66b59d5910872e7093ba0ae19df2cef3b85f849f42313f0afda1af6ae","Lebbeke"
"http://data.lblod.info/id/bestuurseenheden/ee5d6d9da5fcf9e7bbd5c60931e37451f6bc816233c9c269565d79c2b2a37af5","Lochristi"
"http://data.lblod.info/id/bestuurseenheden/405b8adb3402d8b3ad4d22e98cb96afa3fc3da08b9eae79b82e9f3f3f1420677","Mesen"
"http://data.lblod.info/id/bestuurseenheden/6bb0d24b600f2934e4908b2cb0b1fee97f618df652c74bef4f5e57aa04bcb2c6","Beernem"
"http://data.lblod.info/id/bestuurseenheden/76c45d60f05bf8afc8c71859342b69cac6a57ee2b320b900a60afd6ba9b8eb9d","Gooik"
"http://data.lblod.info/id/bestuurseenheden/7831d6c59a6175731d8158454acd881850f1915a8628426f3d91d3510ea37950","Zele"
"http://data.lblod.info/id/bestuurseenheden/772ed719a9478a76710f3d92bcd43556cb85a1ebc1c04e9561dc1327df846c4b","Tielt-Winge"
"http://data.lblod.info/id/bestuurseenheden/f879d68d0f66af67aa045b1194cde7dc5d82e3bfe07746cc682be472c9556631","Waarschoot"
"http://data.lblod.info/id/bestuurseenheden/2d7c728af88ae7785057c04d6118f05f5b45a65e06b2f9b12a059925f0463e5a","Londerzeel"
"http://data.lblod.info/id/bestuurseenheden/5809888c4bc3fe6708e4bb775f50311edcfe2c5e424b71f8accb62e8f7a32cb5","Wellen"
"http://data.lblod.info/id/bestuurseenheden/eb021d02b04f6a35d27f1fdd206dacda742ae5b5ec8cbbea1d5e664545e98a1e","Lille"
"http://data.lblod.info/id/bestuurseenheden/0a2d980559eb9f3e0820386541274a72692f495204cd6d951ea1907ecc65829b","Nazareth"
"http://data.lblod.info/id/bestuurseenheden/92207a4e09455f59f19553e95ebc4ea1b33e6f7b2e5cf317ea31ba7ac0cbca45","Knesselare"
"http://data.lblod.info/id/bestuurseenheden/619f6c633643d4bbd15f6d2b63481836123a1167dc1461dffc80d39781f2099d","Moorslede"
"http://data.lblod.info/id/bestuurseenheden/7125fcbfb7a08f8c01efbed115cea602db249c04afe9b5a2cc298cc7949cd040","Borsbeek"
"http://data.lblod.info/id/bestuurseenheden/7d80e3a1006e3c56299a1e1f028a2dbfb1163873acc914b6f024ea56b53a4760","Boom"
"http://data.lblod.info/id/bestuurseenheden/e043234fde49babe55530e3858c48ed948fde0fe783fdf93890067581fea165f","Sint-Lievens-Houtem"
"http://data.lblod.info/id/bestuurseenheden/c746946756edbcd64617216e752dff9ee8fffb1f6315f621cd14df0704915550","Rumst"
"http://data.lblod.info/id/bestuurseenheden/ab684633d605d93dbbe6b9ea40667e2bcf03a0856cafe1825e95b7829ed502a3","Tongeren"
"http://data.lblod.info/id/bestuurseenheden/384fa8a2b8bca7729339e99914597d79c07f3385fc367cdf7cc3a28e31892c4c","Nieuwerkerken"
"http://data.lblod.info/id/bestuurseenheden/523e4dca403e88d50b349f71e20b46c89cec5e04a35c1c09f76f2bcff4b61adb","Bredene"
"http://data.lblod.info/id/bestuurseenheden/65cedd4d994aa2e818252bbb4672b7184fccce7edf673d3e5571da51dedf6a3a","Scherpenheuvel-Zichem"
"http://data.lblod.info/id/bestuurseenheden/42a43591e0db1dca9432f480f0f49f9bd4056c2b131e2fc997497130f5e099d0","Ham"
"http://data.lblod.info/id/bestuurseenheden/8a7354b76f3d258f9596fa454ec2b75b55be47234366c8f8d7d60eea96dfbebf","Holsbeek"
"http://data.lblod.info/id/bestuurseenheden/3b7dcd5c1f24b05bd345e7b2fabbd9fa4d3301daf5fa196350cef2ed2c158795","Sint-Katelijne-Waver"
"http://data.lblod.info/id/bestuurseenheden/371fa701c757106e5762f522e15517b043f0b01a5f7812de5b2142637c10d516","Waregem"
